hea_id,cas_id,case_number,cth_id,courthouse_name,ctr_id,courtroom_name,start_ts,end_ts,usr_id,defendant_name,judge_name
11101668,4438784,T202201390,27,CHESTER,160,2,2022-08-26T13:59:31.000z,2022-08-26T14:59:31.000z,-101,Paxton,HIS HONOUR JUDGE Armstrong
11119302,4445800,T201401829,27,CHESTER,161,3,2014-11-09T22:06:59.000z,2014-11-09T23:06:59.000z,-101,Keegan,Burns QC
11128092,4449336,T201402050,27,CHESTER,159,1,2014-06-02T09:19:43.000z,2014-06-02T10:19:43.000z,221,Hadleigh,Default, Judge
11130755,4450398,T202002116,27,CHESTER,159,1,2020-02-23T09:10:00.000z,2020-02-23T10:10:00.000z,241,Charli,His Honour Judge Young
11144833,4456077,T201902471,27,CHESTER,160,2,2019-02-01T11:14:59.000z,2019-02-01T12:14:59.000z,221,Miller,Hampton KC
11163270,4463495,T201302935,27,CHESTER,160,2,2013-05-19T06:33:43.000z,2013-05-19T07:33:43.000z,221,Stephen,Vance QC
11185537,4472326,T201200287,17,BURNLEY,94,2,2012-06-02T00:09:23.000z,2012-06-02T01:09:23.000z,383,Anika,N/A
11278611,4509612,T201802617,17,BURNLEY,94,2,2018-04-28T02:26:55.000z,2018-04-28T03:26:55.000z,241,Camden,Hoffman KC
11283915,4511706,T201602748,17,BURNLEY,95,3,2016-11-13T09:16:22.000z,2016-11-13T10:16:22.000z,221,Robert,Drake KC
11324981,4528166,T201200577,124,ST ALBANS,639,3,2012-04-10T07:14:22.000z,2012-04-10T08:14:22.000z,604,Aleena,THE RECORDER OF ST ALBANS
11432819,4571209,T201400067,33,COVENTRY,173,2,2014-02-13T16:31:18.000z,2014-02-13T17:31:18.000z,241,Florence,His Honour Judge McMahon
11447710,4577175,T201200440,33,COVENTRY,175,4,2012-01-18T07:57:31.000z,2012-01-18T08:57:31.000z,962,Zhuri,Torres KC
11461726,4582795,T201600791,33,COVENTRY,174,3,2016-06-16T07:44:11.000z,2016-06-16T08:44:11.000z,221,Seven,HER HONOUR JUDGE Wilkins
11468986,4585691,T201600972,33,COVENTRY,175,4,2016-11-28T16:29:59.000z,2016-11-28T17:29:59.000z,221,Indie,Conway KC
11487062,4592983,T201201428,33,COVENTRY,173,2,2012-02-21T06:00:13.000z,2012-02-21T07:00:13.000z,241,Trevor,His Honour Judge Espinoza
11489222,4593840,T202101481,33,COVENTRY,172,1,2021-02-03T20:32:52.000z,2021-02-03T21:32:52.000z,241,Ambrose,HER HONOUR JUDGE Bauer
11492894,4595304,T201301573,33,COVENTRY,172,1,2013-12-03T05:25:46.000z,2013-12-03T06:25:46.000z,221,Hezekiah,THE RECORDER OF COVENTRY
11514980,4604076,T201702121,33,COVENTRY,174,3,2017-05-30T19:52:22.000z,2017-05-30T20:52:22.000z,241,Mark,NONE
11515383,4604239,T202002131,33,COVENTRY,174,3,2020-12-29T05:38:08.000z,2020-12-29T06:38:08.000z,-101,Bristol,Logan QC
11518972,4605669,T201002221,33,COVENTRY,173,2,2010-08-05T14:58:27.000z,2010-08-05T15:58:27.000z,241,Kara,Bowen KC
11532035,4610946,T202302550,33,COVENTRY,174,3,2023-02-16T13:38:50.000z,2023-02-16T14:38:50.000z,446,Adelina,THE RECORDER OF COVENTRY
11537977,4613325,T201802699,33,COVENTRY,174,3,2018-12-27T18:16:05.000z,2018-12-27T19:16:05.000z,221,Simone,His Honour Judge Estrada
11543083,4615368,T201302827,33,COVENTRY,174,3,2013-06-10T02:09:49.000z,2013-06-10T03:09:49.000z,221,Robin,HIS HONOUR JUDGE Castaneda
11543098,4615374,T201902827,33,COVENTRY,175,4,2019-02-19T13:51:26.000z,2019-02-19T14:51:26.000z,221,Anya,NONE
11556292,4620629,T201003156,33,COVENTRY,174,3,2010-01-26T06:46:19.000z,2010-01-26T07:46:19.000z,-101,Mathew,Dixon KC
11695347,4676157,T201700226,24,CENTRAL CRIMINAL COURT,141,18,2017-06-03T06:55:19.000z,2017-06-03T07:55:19.000z,-101,Gwendolyn,NONE
11719940,4685948,T201600838,24,CENTRAL CRIMINAL COURT,133,10,2016-10-01T14:02:57.000z,2016-10-01T15:02:57.000z,241,Rylan,Default, Judge
11727009,4688807,T201101017,24,CENTRAL CRIMINAL COURT,138,15,2011-08-05T08:43:11.000z,2011-08-05T09:43:11.000z,241,Ellis,Her Honour Judge Madden
11729933,4689988,T202401090,24,CENTRAL CRIMINAL COURT,132,1,2024-02-07T17:14:45.000z,2024-02-07T18:14:45.000z,241,Stormi,Default, Judge
11751866,4698772,T202401639,24,CENTRAL CRIMINAL COURT,139,16,2024-12-18T00:00:59.000z,2024-12-18T01:00:59.000z,241,Justice,N/A
11757665,4701093,T200901785,24,CENTRAL CRIMINAL COURT,140,17,2009-11-12T13:03:12.000z,2009-11-12T14:03:12.000z,241,Daleyza,Her Honour Judge Watson
11762010,4702804,T202401891,24,CENTRAL CRIMINAL COURT,145,5,2024-12-07T09:36:40.000z,2024-12-07T10:36:40.000z,241,Isaias,Default, Judge
11795114,4716074,T201402721,24,CENTRAL CRIMINAL COURT,148,8,2014-09-11T11:22:39.000z,2014-09-11T12:22:39.000z,241,Jayce,Shah KC
11855588,4740237,T201704231,24,CENTRAL CRIMINAL COURT,137,14,2017-08-16T02:36:52.000z,2017-08-16T03:36:52.000z,590,Corey,NONE
11856512,4740594,T202204253,24,CENTRAL CRIMINAL COURT,141,18,2022-07-31T18:45:16.000z,2022-07-31T19:45:16.000z,221,Ahmad,THE RECORDER OF CENTRAL CRIMINAL COURT
11865129,4744048,T202004469,24,CENTRAL CRIMINAL COURT,142,2,2020-11-11T19:21:54.000z,2020-11-11T20:21:54.000z,573,Matilda,Her Honour Judge Truong
11889087,4753635,T202305068,24,CENTRAL CRIMINAL COURT,149,9,2023-07-09T13:55:10.000z,2023-07-09T14:55:10.000z,241,Ava,N/A
11890084,4754028,T201605093,24,CENTRAL CRIMINAL COURT,136,13,2016-01-29T02:17:07.000z,2016-01-29T03:17:07.000z,582,Myra,Pitts KC
11894908,4755963,T201505214,24,CENTRAL CRIMINAL COURT,147,7,2015-08-02T16:22:41.000z,2015-08-02T17:22:41.000z,221,Emory,HER HONOUR JUDGE Gates
11904213,4759649,T202105444,24,CENTRAL CRIMINAL COURT,137,14,2021-09-07T20:32:14.000z,2021-09-07T21:32:14.000z,241,Ava,HIS HONOUR JUDGE Aguirre
11906262,4760466,T202205495,24,CENTRAL CRIMINAL COURT,148,8,2022-01-08T10:49:30.000z,2022-01-08T11:49:30.000z,404,Jenna,Bonilla QC
11909686,4761811,T202305579,24,CENTRAL CRIMINAL COURT,132,1,2023-07-31T14:03:21.000z,2023-07-31T15:03:21.000z,221,London,Default, Judge
11911593,4762603,T201505629,24,CENTRAL CRIMINAL COURT,149,9,2015-04-02T14:11:14.000z,2015-04-02T15:11:14.000z,241,Elliot,HER HONOUR JUDGE McFarland
11924276,4767660,T201605945,24,CENTRAL CRIMINAL COURT,137,14,2016-12-22T14:23:20.000z,2016-12-22T15:23:20.000z,241,Bryce,HER HONOUR JUDGE Dunlap
11929636,4769802,T201406079,24,CENTRAL CRIMINAL COURT,138,15,2014-06-21T20:40:16.000z,2014-06-21T21:40:16.000z,573,Jessica,Her Honour Judge Delgado
11932538,4770967,T201106152,24,CENTRAL CRIMINAL COURT,146,6,2011-04-30T12:55:59.000z,2011-04-30T13:55:59.000z,-101,Mariana,HIS HONOUR JUDGE Bridges
11934188,4771646,T201806194,24,CENTRAL CRIMINAL COURT,144,4,2018-11-21T03:19:47.000z,2018-11-21T04:19:47.000z,241,Tristan,NONE
11937230,4772836,T202406268,24,CENTRAL CRIMINAL COURT,149,9,2024-03-02T21:04:13.000z,2024-03-02T22:04:13.000z,221,Tiana,Fleming KC
11952919,4779075,T202306658,24,CENTRAL CRIMINAL COURT,135,12,2023-11-27T12:22:41.000z,2023-11-27T13:22:41.000z,-101,David,His Honour Judge Avila
11955007,4779892,T202406709,24,CENTRAL CRIMINAL COURT,143,3,2024-07-19T15:13:37.000z,2024-07-19T16:13:37.000z,221,Khaleesi,His Honour Judge Peck
11955165,4779964,T201606714,24,CENTRAL CRIMINAL COURT,148,8,2016-07-12T20:59:36.000z,2016-07-12T21:59:36.000z,241,Opal,THE RECORDER OF CENTRAL CRIMINAL COURT
11961862,4782593,T202106878,24,CENTRAL CRIMINAL COURT,135,12,2021-03-04T02:46:23.000z,2021-03-04T03:46:23.000z,729,Jenna,Her Honour Judge Hess
11968961,4785388,T201607053,24,CENTRAL CRIMINAL COURT,146,6,2016-02-02T00:51:33.000z,2016-02-02T01:51:33.000z,221,Mallory,Cardenas QC
11972540,4786833,T202107143,24,CENTRAL CRIMINAL COURT,140,17,2021-08-23T13:44:20.000z,2021-08-23T14:44:20.000z,-101,Sage,Default, Judge
11978953,4789379,T202307302,24,CENTRAL CRIMINAL COURT,142,2,2023-12-10T13:35:40.000z,2023-12-10T14:35:40.000z,221,Khalid,N/A
11981803,4790510,T201807373,24,CENTRAL CRIMINAL COURT,132,1,2018-11-24T15:16:40.000z,2018-11-24T16:16:40.000z,-101,Naomi,Carpenter QC
11995067,4795785,T201307703,24,CENTRAL CRIMINAL COURT,143,3,2013-04-09T09:28:28.000z,2013-04-09T10:28:28.000z,404,Aurora,His Honour Judge Myers
12013757,4803271,T201108171,24,CENTRAL CRIMINAL COURT,136,13,2011-07-05T14:16:02.000z,2011-07-05T15:16:02.000z,404,Charlotte,Choi QC
12028561,4809204,T202408541,24,CENTRAL CRIMINAL COURT,137,14,2025-01-12T04:23:19.000z,2025-01-12T05:23:19.000z,221,Davion,HIS HONOUR JUDGE Curry
12031138,4810240,T202008606,24,CENTRAL CRIMINAL COURT,145,5,2020-06-25T20:42:28.000z,2020-06-25T21:42:28.000z,221,Louie,THE RECORDER OF CENTRAL CRIMINAL COURT
12034313,4811489,T202108684,24,CENTRAL CRIMINAL COURT,144,4,2021-04-27T06:23:30.000z,2021-04-27T07:23:30.000z,241,Philip,Default, Judge
12053979,4819327,T201909174,24,CENTRAL CRIMINAL COURT,146,6,2019-02-20T06:50:44.000z,2019-02-20T07:50:44.000z,221,Zoie,N/A
12064083,4823345,T202109425,24,CENTRAL CRIMINAL COURT,145,5,2021-09-25T11:43:09.000z,2021-09-25T12:43:09.000z,241,Brady,Calhoun QC
12069356,4825455,T201909557,24,CENTRAL CRIMINAL COURT,142,2,2019-01-30T10:27:51.000z,2019-01-30T11:27:51.000z,-101,Raymond,Mays KC
12094693,4835627,T201510193,24,CENTRAL CRIMINAL COURT,147,7,2015-09-04T18:50:53.000z,2015-09-04T19:50:53.000z,-101,Lillian,His Honour Judge Galindo
12114192,4843369,T201310677,24,CENTRAL CRIMINAL COURT,148,8,2013-02-20T14:12:39.000z,2013-02-20T15:12:39.000z,-101,Bruce,N/A
12115302,4843805,T201710704,24,CENTRAL CRIMINAL COURT,139,16,2017-01-18T19:39:45.000z,2017-01-18T20:39:45.000z,241,Bailee,Fowler QC
12122487,4846665,T201310883,24,CENTRAL CRIMINAL COURT,135,12,2013-01-18T09:49:18.000z,2013-01-18T10:49:18.000z,729,Briggs,Frye KC
12136551,4852299,T201511235,24,CENTRAL CRIMINAL COURT,134,11,2015-02-23T13:59:52.000z,2015-02-23T14:59:52.000z,404,Phoebe,Aguilar KC
12148012,4856881,T202111521,24,CENTRAL CRIMINAL COURT,146,6,2021-05-11T08:14:44.000z,2021-05-11T09:14:44.000z,241,Gatlin,HER HONOUR JUDGE Riley
12150356,4857821,T201711580,24,CENTRAL CRIMINAL COURT,133,10,2017-02-08T15:49:40.000z,2017-02-08T16:49:40.000z,-101,Josephine,His Honour Judge Tran
12158754,4861193,T201311791,24,CENTRAL CRIMINAL COURT,144,4,2013-09-08T14:16:25.000z,2013-09-08T15:16:25.000z,241,Malachi,Her Honour Judge Perry
12170834,4866042,T201412094,24,CENTRAL CRIMINAL COURT,143,3,2014-10-29T07:12:21.000z,2014-10-29T08:12:21.000z,221,Ashley,Default, Judge
12188074,4872962,T202212526,24,CENTRAL CRIMINAL COURT,144,4,2022-05-22T01:29:12.000z,2022-05-22T02:29:12.000z,241,Kaiser,Crawford QC
12195523,4875978,T201412715,24,CENTRAL CRIMINAL COURT,134,11,2014-04-16T21:30:09.000z,2014-04-16T22:30:09.000z,221,Sam,Default, Judge
12199432,4877537,T202112812,24,CENTRAL CRIMINAL COURT,136,13,2021-07-17T17:25:52.000z,2021-07-17T18:25:52.000z,221,Ronin,Carey KC
12216416,4884323,T202313236,24,CENTRAL CRIMINAL COURT,146,6,2023-04-12T01:30:42.000z,2023-04-12T02:30:42.000z,241,Linda,His Honour Judge Rodgers
12227453,4888703,T201913510,24,CENTRAL CRIMINAL COURT,134,11,2019-01-30T10:07:13.000z,2019-01-30T11:07:13.000z,221,Raina,HER HONOUR JUDGE Dickerson
12250306,4897880,T201214084,24,CENTRAL CRIMINAL COURT,141,18,2012-10-27T22:00:07.000z,2012-10-27T23:00:07.000z,241,Kelvin,His Honour Judge Owen
12254117,4899383,T201114178,24,CENTRAL CRIMINAL COURT,142,2,2011-04-29T03:24:35.000z,2011-04-29T04:24:35.000z,221,Skye,NONE
12262419,4902704,T202014385,24,CENTRAL CRIMINAL COURT,139,16,2020-12-09T12:30:37.000z,2020-12-09T13:30:37.000z,241,Samir,HIS HONOUR JUDGE Phillips
12268136,4905023,T200900129,34,COVENTRY CROWN COURT,177,2,2009-01-24T02:03:19.000z,2009-01-24T03:03:19.000z,241,Hunter,Orr QC
12321736,4926492,T202201470,34,COVENTRY CROWN COURT,179,4,2022-10-22T03:07:39.000z,2022-10-22T04:07:39.000z,221,Tristan,THE RECORDER OF COVENTRY CROWN COURT
12331061,4930162,T201201700,34,COVENTRY CROWN COURT,176,1,2012-07-26T15:35:47.000z,2012-07-26T16:35:47.000z,241,Jake,HIS HONOUR JUDGE Simmons
12377809,4948802,T201202865,34,COVENTRY CROWN COURT,176,1,2012-11-30T10:46:24.000z,2012-11-30T11:46:24.000z,-101,Waverly,THE RECORDER OF COVENTRY CROWN COURT
12401549,4958358,T201600262,57,HOVE TRIAL CENTRE,272,3,2016-10-21T08:10:30.000z,2016-10-21T09:10:30.000z,-101,Bruce,May QC
12405326,4959899,T202100358,57,HOVE TRIAL CENTRE,270,1,2021-11-09T18:41:01.000z,2021-11-09T19:41:01.000z,-101,Chase,HER HONOUR JUDGE Whitaker
12406962,4960552,T201800399,57,HOVE TRIAL CENTRE,272,3,2018-10-08T21:58:15.000z,2018-10-08T22:58:15.000z,241,Iliana,Myers QC
12467658,4984885,T201501920,57,HOVE TRIAL CENTRE,271,2,2015-04-11T07:00:23.000z,2015-04-11T08:00:23.000z,-101,Esme,His Honour Judge Carr
12475243,4987945,T201902111,57,HOVE TRIAL CENTRE,273,4,2019-05-04T18:03:52.000z,2019-05-04T19:03:52.000z,221,Ryker,N/A
12486241,4992331,T202102385,57,HOVE TRIAL CENTRE,272,3,2021-02-09T16:18:30.000z,2021-02-09T17:18:30.000z,596,Daleyza,THE RECORDER OF HOVE TRIAL CENTRE
12491467,4994404,T201402515,57,HOVE TRIAL CENTRE,272,3,2014-12-09T18:24:22.000z,2014-12-09T19:24:22.000z,221,Zayne,HIS HONOUR JUDGE Copeland
12491798,4994536,T201802523,57,HOVE TRIAL CENTRE,273,4,2018-04-29T17:30:34.000z,2018-04-29T18:30:34.000z,-101,Amy,THE RECORDER OF HOVE TRIAL CENTRE
12504325,4999587,T201302839,57,HOVE TRIAL CENTRE,271,2,2013-09-07T02:31:07.000z,2013-09-07T03:31:07.000z,381,Nova,Cherry KC
12505950,5000244,T201402880,57,HOVE TRIAL CENTRE,273,4,2014-10-25T05:10:52.000z,2014-10-25T06:10:52.000z,221,Asher,THE RECORDER OF HOVE TRIAL CENTRE
12509156,5001527,T201702960,57,HOVE TRIAL CENTRE,272,3,2018-01-01T15:22:04.000z,2018-01-01T16:22:04.000z,241,Harleigh,Default, Judge
12512601,5002921,T201903047,57,HOVE TRIAL CENTRE,273,4,2019-04-28T21:48:02.000z,2019-04-28T22:48:02.000z,-101,Eithan,His Honour Judge Noble
12542432,5014868,T201200594,138,THE LOWRY THEATRE,696,3,2012-08-26T04:27:50.000z,2012-08-26T05:27:50.000z,824,Lina,NONE
12570668,5026106,T201801296,138,THE LOWRY THEATRE,694,199,2018-08-04T00:22:07.000z,2018-08-04T01:22:07.000z,824,Dalton,NONE
12618987,5045413,T201302503,138,THE LOWRY THEATRE,694,199,2013-02-14T06:55:29.000z,2013-02-14T07:55:29.000z,647,Alivia,HIS HONOUR JUDGE Hinton
12747446,5096813,T201302515,142,WEST MIDLANDS COURT CENTRE,713,1,2013-03-24T15:49:13.000z,2013-03-24T16:49:13.000z,615,Ismael,N/A
12963383,5183248,T201200717,89,MERTHYR TYDFIL,469,4,2013-01-18T13:11:00.000z,2013-01-18T14:11:00.000z,484,Maddison,Default, Judge
12982534,5190918,T201801196,89,MERTHYR TYDFIL,467,2,2018-11-01T14:17:22.000z,2018-11-01T15:17:22.000z,922,Katelyn,THE RECORDER OF MERTHYR TYDFIL
13003102,5199175,T201901712,89,MERTHYR TYDFIL,469,4,2019-02-28T05:21:24.000z,2019-02-28T06:21:24.000z,698,Jamie,N/A
13013245,5203213,T200901965,89,MERTHYR TYDFIL,467,2,2009-07-13T04:20:16.000z,2009-07-13T05:20:16.000z,698,Vanessa,NONE
13025076,5207917,T200902259,89,MERTHYR TYDFIL,467,2,2009-12-19T02:00:12.000z,2009-12-19T03:00:12.000z,922,Jovie,NONE
13060779,5222155,T202303148,89,MERTHYR TYDFIL,466,1,2023-12-06T04:01:11.000z,2023-12-06T05:01:11.000z,698,Caroline,Harvey QC
13066428,5224443,T202303291,89,MERTHYR TYDFIL,466,1,2023-03-07T16:22:58.000z,2023-03-07T17:22:58.000z,698,Gloria,His Honour Judge Houston
13100520,5238029,T202400140,94,NEWPORT CROWN COURT,496,51,2024-04-12T15:03:24.000z,2024-04-12T16:03:24.000z,663,Ermias,NONE
13230983,5290115,T201403396,94,NEWPORT CROWN COURT,496,51,2014-02-13T00:19:10.000z,2014-02-13T01:19:10.000z,489,Brendan,THE RECORDER OF NEWPORT CROWN COURT
13258854,5301228,T202200090,75,LEWES COMBINED COURT,376,4,2022-10-31T17:48:02.000z,2022-10-31T18:48:02.000z,741,Remington,Howe QC
13263503,5303106,T201200208,75,LEWES COMBINED COURT,374,2,2012-05-31T22:19:18.000z,2012-05-31T23:19:18.000z,447,Remi,Villarreal KC
13426687,5368620,T202100302,61,IPSWICH,295,4,2021-09-27T11:05:04.000z,2021-09-27T12:05:04.000z,425,Katalina,Her Honour Judge Scott
13431652,5370643,T201200429,61,IPSWICH,296,5,2012-11-15T18:36:05.000z,2012-11-15T19:36:05.000z,221,Chelsea,HER HONOUR JUDGE Barrera
13467085,5384868,T201301318,61,IPSWICH,295,4,2013-12-19T07:54:35.000z,2013-12-19T08:54:35.000z,-101,Chaya,His Honour Judge McCall
13484320,5391693,T202201744,61,IPSWICH,293,2,2022-04-22T04:36:03.000z,2022-04-22T05:36:03.000z,221,Danna,HIS HONOUR JUDGE Weiss
13492948,5395135,T202401959,61,IPSWICH,293,2,2024-01-30T08:31:12.000z,2024-01-30T09:31:12.000z,241,Branson,His Honour Judge Carrillo
13533757,5411371,T202002974,61,IPSWICH,296,5,2020-09-24T21:22:41.000z,2020-09-24T22:22:41.000z,600,Jaime,HER HONOUR JUDGE Richmond
13603558,5439301,T201200720,149,WOOLWICH,760,2,2012-08-24T21:53:43.000z,2012-08-24T22:53:43.000z,762,Marie,His Honour Judge Kramer
13905546,5560087,T201408269,149,WOOLWICH,760,2,2014-07-17T05:59:58.000z,2014-07-17T06:59:58.000z,628,Rayna,NONE
13931645,5570535,T201408922,149,WOOLWICH,755,1,2014-11-25T13:30:31.000z,2014-11-25T14:30:31.000z,628,Mark,THE RECORDER OF WOOLWICH
13965296,5583977,T201609762,149,WOOLWICH,755,1,2016-03-17T07:52:40.000z,2016-03-17T08:52:40.000z,628,Kevin,Stafford QC
14167409,5664863,T202100416,11,BOLTON,53,4,2021-02-09T10:19:54.000z,2021-02-09T11:19:54.000z,636,Joaquin,THE RECORDER OF BOLTON
14175656,5668191,T202100624,11,BOLTON,52,3,2021-10-30T06:20:17.000z,2021-10-30T07:20:17.000z,-101,Dallas,His Honour Judge Perry
14204340,5679693,T201901343,11,BOLTON,50,1,2019-06-18T11:52:36.000z,2019-06-18T12:52:36.000z,221,Castiel,NONE
14217618,5684976,T202201673,11,BOLTON,801,10,2022-10-09T11:40:22.000z,2022-10-09T12:40:22.000z,221,Jamie,Default, Judge
14223828,5687456,T202201828,11,BOLTON,53,4,2022-07-19T10:07:05.000z,2022-07-19T11:07:05.000z,221,Kaliyah,THE RECORDER OF BOLTON
14240010,5693860,T201002229,11,BOLTON,53,4,2010-09-11T06:46:32.000z,2010-09-11T07:46:32.000z,636,Kira,HER HONOUR JUDGE Watson
14240790,5694172,T201802248,11,BOLTON,801,10,2018-01-19T14:06:58.000z,2018-01-19T15:06:58.000z,241,Scarlett,His Honour Judge Crawford
14243209,5695126,T201202308,11,BOLTON,801,10,2012-08-09T15:04:43.000z,2012-08-09T16:04:43.000z,221,Vance,THE RECORDER OF BOLTON
14252756,5698946,T202402546,11,BOLTON,54,5,2024-01-27T10:17:12.000z,2024-01-27T11:17:12.000z,285,Saoirse,McCann QC
14255693,5700128,T202202620,11,BOLTON,50,1,2022-09-26T03:19:56.000z,2022-09-26T04:19:56.000z,221,Loretta,HIS HONOUR JUDGE Holmes
14267180,5704723,T200902908,11,BOLTON,53,4,2009-11-18T07:16:59.000z,2009-11-18T08:16:59.000z,241,Sunny,THE RECORDER OF BOLTON
14289713,5713758,T202003472,11,BOLTON,53,4,2020-06-12T03:11:12.000z,2020-06-12T04:11:12.000z,-101,Kallie,NONE
14291195,5714348,T201803509,11,BOLTON,53,4,2018-12-21T00:11:48.000z,2018-12-21T01:11:48.000z,241,Kailani,Default, Judge
14300934,5718240,T202203752,11,BOLTON,50,1,2022-06-18T18:48:14.000z,2022-06-18T19:48:14.000z,221,Quinn,HER HONOUR JUDGE Branch
14327709,5728928,T202204420,11,BOLTON,54,5,2022-12-16T17:49:01.000z,2022-12-16T18:49:01.000z,636,Eduardo,HER HONOUR JUDGE Hanna
14333939,5731380,T201004574,11,BOLTON,801,10,2010-09-25T07:47:00.000z,2010-09-25T08:47:00.000z,241,Bryson,HER HONOUR JUDGE Pruitt
14336350,5732359,T201304635,11,BOLTON,801,10,2013-10-26T17:09:55.000z,2013-10-26T18:09:55.000z,-101,Brooklynn,Her Honour Judge Kemp
14436964,5772662,T201102354,96,NORTHAMPTON,500,1,2011-12-11T03:46:33.000z,2011-12-11T04:46:33.000z,804,Elsie,THE RECORDER OF NORTHAMPTON
14556672,5820521,T201300545,42,DERBY,209,4,2013-05-21T13:12:51.000z,2013-05-21T14:12:51.000z,-101,Fatima,HER HONOUR JUDGE Sutton
14563217,5823160,T201200710,42,DERBY,206,1,2012-02-19T08:50:01.000z,2012-02-19T09:50:01.000z,241,Lillian,HER HONOUR JUDGE Gill
14564818,5823805,T201700750,42,DERBY,211,6,2018-01-05T18:46:45.000z,2018-01-05T19:46:45.000z,-101,Zev,Default, Judge
14576228,5828347,T201501034,42,DERBY,207,2,2015-04-03T22:14:02.000z,2015-04-03T23:14:02.000z,616,Jamie,Default, Judge
14580972,5830264,T201201154,42,DERBY,207,2,2012-09-06T14:25:54.000z,2012-09-06T15:25:54.000z,241,Anika,His Honour Judge Henderson
14587555,5832868,T202401316,42,DERBY,208,3,2024-04-09T04:26:16.000z,2024-04-09T05:26:16.000z,241,Macie,Bryan QC
14617802,5845051,T201502078,42,DERBY,211,6,2015-04-21T08:52:18.000z,2015-04-21T09:52:18.000z,241,Elaina,His Honour Judge Richardson
14634811,5851864,T201202504,42,DERBY,207,2,2012-06-27T09:09:29.000z,2012-06-27T10:09:29.000z,-101,Truett,THE RECORDER OF DERBY
14637505,5852933,T200902571,42,DERBY,209,4,2009-09-04T17:43:09.000z,2009-09-04T18:43:09.000z,241,Ava,Walls QC
14644044,5855594,T201402737,42,DERBY,208,3,2014-11-17T20:27:25.000z,2014-11-17T21:27:25.000z,241,Alina,N/A
14702877,5879109,T200904207,42,DERBY,211,6,2009-12-25T22:29:12.000z,2009-12-25T23:29:12.000z,241,Emir,Wilkerson KC
14721765,5886631,T201104677,42,DERBY,211,6,2011-04-04T20:11:28.000z,2011-04-04T21:11:28.000z,241,Greyson,HIS HONOUR JUDGE Hodges
14732753,5891009,T202000150,97,NORWICH,508,3,2020-07-02T00:34:21.000z,2020-07-02T01:34:21.000z,805,Blaire,Haynes KC
14809157,5921493,T202402055,97,NORWICH,510,5,2024-11-21T18:13:53.000z,2024-11-21T19:13:53.000z,503,Violet,Her Honour Judge Floyd
14960979,5982213,T202301050,120,SOUTHAMPTON,609,2,2023-07-04T03:47:52.000z,2023-07-04T04:47:52.000z,724,Skylar,His Honour Judge Hancock
15114771,6043807,T201700100,22,CARLISLE,124,1,2017-03-09T01:28:43.000z,2017-03-09T02:28:43.000z,241,Novah,THE RECORDER OF CARLISLE
15131478,6050425,T201100514,22,CARLISLE,126,3,2011-12-07T21:00:14.000z,2011-12-07T22:00:14.000z,221,Morgan,HIS HONOUR JUDGE Copeland
15133911,6051394,T202000574,22,CARLISLE,128,5,2020-04-04T16:22:11.000z,2020-04-04T17:22:11.000z,241,Vivienne,HIS HONOUR JUDGE Moore
15134642,6051686,T202400592,22,CARLISLE,127,4,2024-03-29T08:40:04.000z,2024-03-29T09:40:04.000z,-101,Tobias,N/A
15147346,6056721,T201900907,22,CARLISLE,124,1,2019-11-24T16:43:51.000z,2019-11-24T17:43:51.000z,-101,Michael,His Honour Judge Blevins
15152064,6058609,T201901025,22,CARLISLE,125,2,2019-12-11T13:47:47.000z,2019-12-11T14:47:47.000z,221,Scarlette,His Honour Judge Baldwin
15155023,6059779,T202101098,22,CARLISLE,129,6,2021-05-22T03:34:27.000z,2021-05-22T04:34:27.000z,241,Bethany,THE RECORDER OF CARLISLE
15171671,6066406,T202401512,22,CARLISLE,125,2,2024-08-20T13:03:56.000z,2024-08-20T14:03:56.000z,-101,Aubree,Hunt KC
15178670,6069215,T201701688,22,CARLISLE,127,4,2017-06-29T15:38:40.000z,2017-06-29T16:38:40.000z,-101,Hannah,N/A
15196581,6076401,T201902137,22,CARLISLE,124,1,2019-03-08T13:51:13.000z,2019-03-08T14:51:13.000z,221,Aria,His Honour Judge Cantu
15200119,6077832,T201002227,22,CARLISLE,128,5,2010-09-15T18:49:12.000z,2010-09-15T19:49:12.000z,-101,Jamie,Default, Judge
15200963,6078176,T201802248,22,CARLISLE,125,2,2018-12-12T05:39:14.000z,2018-12-12T06:39:14.000z,221,Greyson,HER HONOUR JUDGE Morrow
15204745,6079693,T201502343,22,CARLISLE,129,6,2015-05-08T11:19:00.000z,2015-05-08T12:19:00.000z,221,Mariah,THE RECORDER OF CARLISLE
15211327,6082316,T201402507,22,CARLISLE,125,2,2014-05-13T13:11:34.000z,2014-05-13T14:11:34.000z,241,Matilda,Esquivel KC
15223406,6087154,T202002809,22,CARLISLE,129,6,2020-02-01T00:42:57.000z,2020-02-01T01:42:57.000z,241,Moshe,Her Honour Judge Mills
15230948,6090172,T201402998,22,CARLISLE,125,2,2014-09-26T18:29:01.000z,2014-09-26T19:29:01.000z,221,Allan,Default, Judge
15239447,6093560,T201003210,22,CARLISLE,128,5,2010-10-20T02:57:46.000z,2010-10-20T03:57:46.000z,241,Andre,Roach QC
15241443,6094381,T201503261,22,CARLISLE,128,5,2015-03-04T19:40:49.000z,2015-03-04T20:40:49.000z,221,Sloan,Carr QC
